"","STRUCTURE_NUMBER_008","YEAR_BUILT_027","COUNTY_CODE_003","DECK_COND_058","LAT_016","LONG_017","TOTAL_IMP_COST_096"
"7313","P41017500000000",1923,81,"6",43572802,90295256,0
"7314","P41017600000000",1926,81,"7",43564854,90301140,152
"7315","P41017900000000",1932,81,"5",43563378,90323144,0
"7316","P41018000000000",1928,81,"5",43550900,90322040,0
"7317","P41018100000000",1970,81,"7",43551194,90322604,0
"7318","P41018200000000",1935,81,"5",43551524,90295688,0
"7319","P41018300000000",1975,81,"7",43551458,90330468,0
"7320","P41018400000000",1925,81,"6",43544920,90332196,0
"7321","P41018600000000",1936,81,"6",43550660,90381158,0
"7322","P41018900000000",1959,81,"5",43545802,90461194,0
"7323","P41019300000000",1945,81,"5",43545076,90510108,0
"7324","P41020000000000",1900,81,"6",43501086,90392484,0
"7325","P41020500000000",1925,81,"6",43512376,90283762,0
"7326","P41021000000000",1963,81,"6",43533366,90232682,0
"7327","P41021200000000",1929,81,"N",43443372,90224812,0
"7328","P41021300000000",1940,81,"6",43471056,90204350,0
"7329","P41021600000000",1932,81,"5",43433966,90394482,205
"7330","P41021700000000",1920,81,"5",43434536,90390732,187
"7331","P41022400000000",1978,81,"7",43472808,90471032,0
"7332","P41022500000000",1984,81,"7",43475430,90464050,0
"7333","P41022700000000",1920,81,"6",43465664,90482148,136
"7334","P41022800000000",1917,81,"5",43470000,90475460,0
"7335","P41023000000000",1950,81,"5",43443018,90521518,0
"7336","P41070000000000",1920,81,"4",43473996,90220300,280
"7337","P41070200000000",1991,81,"6",43473798,90220036,0
"7338","P41070300000000",1960,81,"3",43494746,90370372,336
"7339","P41070600000000",1971,81,"7",44013834,90224050,0
"7340","P41071000000000",1927,81,"6",43564524,90484272,0
"7341","P41071100000000",1927,81,"5",43562358,90475136,307
"7342","P41071400000000",1930,81,"5",43591386,90305598,0
"7343","P41071600000000",1955,81,"3",43563960,90483426,536
"7344","P41079900000000",1930,81,"N",43440096,90423168,0
"7345","P41090300000000",1926,81,"6",43555958,90395082,0
"7346","P41090800000000",1940,81,"3",43493246,90233840,205
"7347","P41090900000000",1967,81,"6",43522682,90184338,0
"7348","P41091100000000",1954,81,"5",43464836,90214854,0
"7349","P41091200000000",1935,81,"N",43442976,90233216,0
"7350","P41091400000000",1940,81,"5",43435940,90420270,0
"7351","P41091800000000",1940,81,"7",44035694,90314200,137
"7352","P41091900000000",1930,81,"N",43504488,90541812,0
"7353","P41092000000000",1950,81,"6",43435352,90534446,194
"7354","P41092100000000",1964,81,"7",44060900,90252202,0
"7355","P41092300000000",1945,81,"7",43583990,90532982,0
"7356","P41092400000000",1960,81,"N",44001782,90535202,0
"7357","P41092500000000",1929,81,"N",44002718,90483906,0
"7358","P41092600000000",1920,81,"5",43451812,90280264,163
"7359","P41093600000000",1963,81,"5",43475520,90220978,0
"7360","P41093700000000",1955,81,"5",44011494,90210894,0
"7361","P41093800000000",1983,81,"6",43583132,90203396,0
"7362","P41094200000000",1959,81,"5",43581860,90465220,186
"7363","P41094300000000",1972,81,"6",44000132,90432682,0
"7364","P41094400000000",1994,81,"7",43563222,90245406,0
"7365","P41094700000000",1978,81,"6",43572532,90535586,0
"7366","P41094800000000",1970,81,"7",43591272,90540756,0
"7367","P41094900000000",1955,81,"7",43523084,90242520,0
"7368","P41095100000000",1974,81,"7",43553558,90262064,0
"7369","P41095300000000",1990,81,"6",44060132,90490036,0
"7370","P41095400000000",1937,81,"N",43471428,90295034,0
"7371","P41095500000000",1977,81,"6",43471284,90320690,0
"7372","P41095600000000",1979,81,"7",43581536,90455142,0
"7373","P41095700000000",1981,81,"5",43554296,90410540,0
"7374","P41095800000000",1981,81,"7",44044272,90514860,0
"7375","P41095900000000",1982,81,"6",43495886,90234428,0
"7376","P41096000000000",1926,81,"5",43531410,90224452,0
"7377","P41096100000000",1926,81,"7",43581680,90470798,0
"7378","P41096200000000",1950,81,"N",43551668,90192574,0
"7379","P41096300000000",1983,81,"6",43454920,90320864,0
"7380","P41096400000000",1955,81,"5",43443516,90290426,0
"7381","P41096600000000",1973,81,"7",43575000,90234530,0
"7382","P41096700000000",1950,81,"7",43553498,90301032,0
"7383","P41096800000000",1991,81,"6",43483210,90435052,0
"7384","P41096900000000",1984,81,"6",43433432,90302616,0
"7385","P41097000000000",1987,81,"6",43502688,90445928,0
"7386","P41097100000000",1988,81,"7",43435670,90221116,0
"7387","P41097200000000",1987,81,"7",43494776,90421944,0
"7388","P41097300000000",1990,81,"7",43491710,90510300,0
"7389","P41097400000000",1991,81,"5",43563306,90321542,0
"7390","P41097600000000",1995,81,"7",43555370,90411566,0
"7391","P41097700000000",1995,81,"7",44070564,90480204,0
"7392","P42001300000000",1925,83,"6",45154613,88301391,150
"7393","P42002500000000",1950,83,"N",44570051,87583414,0
"7394","P42003100000000",1938,83,"8",45180412,88295581,0
"7395","P42003200000000",1913,83,"5",45201272,88271779,265
"7396","P42003400000000",1909,83,"3",44423240,88003260,379
"7397","P42004200000000",1928,83,"4",45185339,88245423,379
"7398","P42004600000000",1923,83,"6",45182130,88371927,379
"7399","P42004800000000",1950,83,"N",45144789,88280375,0
"7400","P42005000000000",1973,83,"7",45135724,88282939,0
"7401","P42005300000000",1969,83,"7",45084322,88280353,0
"7402","P42005500000000",1974,83,"6",45051131,88233183,0
"7403","P42005600000000",1977,83,"6",45035112,88224104,0
"7404","P42005800000000",1955,83,"N",45023125,88202845,154
"7405","P42006000000000",1923,83,"5",45003162,88031800,0
"7406","P42006400000000",1919,83,"4",44573342,88051362,254
"7407","P42006500000000",1969,83,"6",44575021,88035997,0
"7408","P42006600000000",1927,83,"5",45000868,88035604,0
"7409","P42006700000000",1969,83,"7",44592465,88013021,0
"7410","P42008000000000",1975,83,"7",44525201,88122647,0
"7411","P42008400000000",1970,83,"6",44490880,87571867,0
"7412","P42008600000000",1970,83,"6",44460725,88075034,0
"7413","P42008700000000",1974,83,"6",44464036,88052718,0
"7414","P42009200000000",1982,83,"N",44410324,88120536,0
"7415","P42009300000000",1950,83,"N",44421823,88120450,0
"7416","P42009400000000",1975,83,"N",44431142,88105377,0
"7417","P42009700000000",1979,83,"N",44430540,88075160,0
"7418","P42009800000000",1981,83,"5",44423476,88041593,0
"7419","P42090200000000",1957,83,"7",45073988,88320488,0
"7420","P42090400000000",1938,83,"6",44575378,87593770,0
"7421","P42091100000000",1967,83,"7",45172753,88255756,0
"7422","P42091600000000",1971,83,"6",44444928,88135700,0
"7423","P42091900000000",1970,83,"N",44492559,88111990,0
"7424","P42092000000000",1992,83,"N",44575644,88125553,0
"7425","P42092100000000",1976,83,"5",45001598,88143400,0
"7426","P42092200000000",1955,83,"N",45002871,88265490,0
"7427","P42092400000000",1975,83,"N",45182645,88330281,0
"7428","P43000900000000",1976,85,"5",45350700,89445000,0
"7429","P43004400000000",1969,85,"7",45461000,89061900,0
"7430","P43005600000000",1965,85,"7",45353200,89222500,0
"7431","P43005800000000",1917,85,"6",45354200,89155600,171
"7432","P43045200000000",2001,85,"7",45333200,89264200,0
"7433","P43090800000000",1976,85,"5",45512800,89231600,0
"7434","P43090900000000",1937,85,"5",45522000,89320800,0
"7435","P43091100000000",NA,85,"",NA,NA,NA
"7436","P54092400000000",1964,107,"7",45261450,90534740,0
"7437","P54092500000000",1910,107,"4",45370012,90460012,287
"7438","P55005200000000",1932,109,"N",44544745,92295744,198
"7439","P55006700000000",1964,109,"6",44540805,92234195,0
"7440","P55006800000000",1964,109,"7",44520361,92243298,0
"7441","P55006900000000",1928,109,"7",45123296,92151181,0
"7442","P55007000000000",1919,109,"5",45104871,92162042,191
"7443","P55007300000000",1970,109,"7",45095584,92224901,0
"7444","P55007600000000",1970,109,"6",45102233,92215148,0
"7445","P55008600000000",1965,109,"5",45035220,92365328,0
"7446","P55008800000000",1964,109,"6",45044226,92355449,0
"7447","P55009100000000",1924,109,"6",45063009,92251669,0
"7448","P55009900000000",1976,109,"8",45062486,92272731,0
"7449","P55010400000000",1929,109,"7",45052760,92170492,0
"7450","P55010600000000",1970,109,"6",45025697,92205465,0
"7451","P55010700000000",1940,109,"5",45025503,92195854,168
"7452","P55010800000000",1929,109,"6",45041756,92213736,0
"7453","P55011100000000",1967,109,"7",45060786,92175672,0
"7454","P55011200000000",1956,109,"7",45052652,92092022,0
"7455","P55011900000000",1960,109,"5",45012163,92090409,0
"7456","P55012000000000",1963,109,"N",45000928,92121672,0
"7457","P55012500000000",1977,109,"6",45002249,92103473,0
"7458","P55012800000000",1966,109,"7",44593191,92222711,0
"7459","P55012900000000",1962,109,"7",44583196,92182810,0
"7460","P55013000000000",1971,109,"6",44574125,92200697,0
"7461","P55013100000000",1964,109,"7",44565916,92180685,0
"7462","P55013200000000",1970,109,"6",44572432,92175469,0
"7463","P55013600000000",1974,109,"7",44574848,92234427,0
"7464","P55014000000000",1920,109,"6",44575282,92234261,0
"7465","P55014200000000",1977,109,"N",44574902,92295551,0
"7466","P55014600000000",1975,109,"7",45001466,92431605,0
"7467","P55014800000000",1973,109,"5",44521166,92374274,0
"7468","P55015000000000",1976,109,"6",44532745,92355446,0
"7469","P55015400000000",1965,109,"7",44551509,92302639,0
"7470","P55015800000000",1964,109,"7",44531516,92244103,0
"7471","P55016100000000",1950,109,"7",44522500,92174692,0
"7472","P55016500000000",1983,109,"7",44540442,92110317,0
"7473","P55016900000000",1968,109,"7",44533882,92103628,0
"7474","P55071000000000",1991,109,"8",44575198,92213362,0
"7475","P55090300000000",1958,109,"7",45062670,92202412,215
"7476","P55090400000000",1960,109,"N",45034210,92164565,0
"7477","P55090600000000",1935,109,"6",45072085,92274751,0
"7478","P55090800000000",1935,109,"6",45104859,92162333,0
"7479","P55091200000000",1948,109,"5",45000326,92283596,0
"7480","P55091400000000",1945,109,"7",44533412,92240013,0
"7481","P55091500000000",1950,109,"7",44541991,92251178,0
"7482","P55091700000000",1965,109,"N",45092680,92424370,0
"7483","P55091800000000",1939,109,"6",44592844,92152637,0
"7484","P55091900000000",1963,109,"N",45000931,92115518,0
"7485","P55092100000000",1939,109,"7",44584124,92304109,0
"7486","P55092200000000",1960,109,"7",45034624,92332806,0
"7487","P55092300000000",1950,109,"N",45001614,92213430,0
"7488","P55092600000000",1975,109,"N",44535924,92130246,0
"7489","P55093000000000",1961,109,"N",45020374,92190855,0
"7490","P55093100000000",1962,109,"7",44522547,92180215,0
"7491","P55093200000000",1965,109,"6",44540128,92291081,0
"7492","P55093300000000",1965,109,"7",44535548,92322998,0
"7493","P55093400000000",1965,109,"N",44552620,92300386,0
"7494","P55093500000000",1965,109,"N",44540146,92323411,0
"7495","P55093600000000",1966,109,"7",44522742,92175647,0
"7496","P55093800000000",1970,109,"7",44522697,92184238,0
"7497","P55093900000000",1959,109,"N",45020817,92281741,0
"7498","P55094100000000",1971,109,"5",45034277,92081085,0
"7499","P55094200000000",1975,109,"N",45000774,92110483,0
"7500","P55094300000000",1974,109,"7",45031740,92261005,0
"7501","P55094400000000",1977,109,"7",45062267,92194991,0
"7502","P55094500000000",1977,109,"6",45043418,92164015,0
"7503","P55094600000000",1977,109,"7",45043201,92153419,0
"7504","P55094800000000",1978,109,"7",44532690,92260757,0
"7505","P55094900000000",1976,109,"7",45030028,92251990,0
"7506","P55095200000000",1927,109,"7",44551422,92174700,0
"7507","P55095300000000",1965,109,"N",44533236,92175624,0
"7508","P55095700000000",1979,109,"7",44521709,92164364,0
"7509","P55095800000000",1983,109,"7",44520997,92232192,0
"7510","P55095900000000",1984,109,"8",45022141,92102753,0
"7511","P55096100000000",1986,109,"7",45044046,92082266,0
"7512","P55096200000000",1990,109,"8",45045848,92154744,0
"7513","P55096300000000",1990,109,"7",45030040,92322598,0
"7514","P55096400000000",1987,109,"7",45025548,92200956,0
"7515","P55096500000000",1973,109,"N",45021406,92103812,0
"7516","P56005600000000",1964,111,"6",43200113,89570050,0
"7517","P56007000000000",1971,111,"6",43360828,89541144,0
"7518","P56007300000000",1974,111,"7",43374728,89562892,0
"7519","P56008100000000",1970,111,"7",43352766,89535884,0
"7520","P56008300000000",1962,111,"5",43180150,89504033,280
"7521","P56008400000000",1948,111,"5",43194659,89565850,0
"7522","P56008500000000",1952,111,"7",43210481,89580855,0
"7523","P56008700000000",1973,111,"7",43373641,90142344,0
"7524","P56009000000000",1951,111,"4",43324263,90004182,365
"7525","P56010800000000",1965,111,"7",43363494,89550312,0
"7526","P56011400000000",1929,111,"6",43381671,90100126,151
"7527","P56011500000000",1929,111,"4",43362446,90064622,134
"7528","P56011900000000",1968,111,"7",43381630,90124310,0
"7529","P56012500000000",1969,111,"7",43304262,89594095,0
"7530","P56013200000000",1930,111,"6",43331027,89520156,0
"7531","P56013400000000",1959,111,"5",43280620,89483750,0
"7532","P56013500000000",1955,111,"5",43282907,89501313,567
"7533","P56014300000000",1955,111,"6",43264362,89461804,0
"7534","P56014600000000",1930,111,"5",43255926,89534650,198
"7535","P56014800000000",1894,111,"8",43260553,89545869,193
"7536","P56015000000000",1955,111,"4",43262928,89515448,204
"7537","P56015200000000",1977,111,"6",43260511,90022475,0
"7538","P56015300000000",1974,111,"7",43272903,90005043,289
"7539","P56015400000000",1967,111,"6",43275651,90001428,205
"7540","P56015500000000",1986,111,"7",43262154,90053763,0
"7541","P56015700000000",2003,111,"N",43201442,90100259,0
"7542","P56016300000000",1966,111,"6",43180149,89552139,0
"7543","P56016400000000",1986,111,"7",43181117,89555584,0
"7544","P56016500000000",1981,111,"7",43183910,89511265,0
"7545","P56016600000000",1940,111,"5",43204099,89461426,221
"7546","P56017000000000",1917,111,"4",43214343,89475439,154
"7547","P56017300000000",1987,111,"7",43173504,89510526,0
"7548","P56017700000000",1969,111,"4",43172232,89531436,362
"7549","P56018100000000",1975,111,"5",43173512,90021500,0
"7550","P56018200000000",1959,111,"5",43163930,90014750,0
"7551","P56070100000000",1974,111,"5",43352372,89471192,0
"7552","P56070700000000",1969,111,"4",43164337,90022384,413
"7553","P56071000000000",1970,111,"N",43320173,90012208,0
"7554","P56071700000000",1977,111,"4",43163290,90024240,311
"7555","P56071800000000",1984,111,"6",43314658,90004305,0
"7556","P56090100000000",1898,111,"7",43273870,89475318,160
"7557","P56090200000000",1929,111,"6",43145477,90094566,0
"7558","P56090400000000",1930,111,"N",43223640,90093795,0
"7559","P56090500000000",1930,111,"N",43214549,90103798,0
"7560","P56090600000000",1930,111,"N",43183911,90091713,0
"7561","P56090700000000",1932,111,"4",43150677,90091047,159
"7562","P56090900000000",1955,111,"5",43173507,90031950,206
"7563","P56091500000000",1925,111,"5",43203838,89534291,0
"7564","P56091600000000",1957,111,"N",43315946,90101113,183
"7565","P56091800000000",1950,111,"N",43285560,90063647,170
"7566","P56092400000000",2002,111,"N",43243615,90074394,0
"7567","P56092700000000",1985,111,"4",43275314,90083227,280
"7568","P56092800000000",1938,111,"5",43252511,90063687,176
"7569","P56092900000000",1950,111,"N",43264397,90010820,0
"7570","P56093000000000",1955,111,"5",43343332,90023332,0
"7571","P56093100000000",1930,111,"N",43335700,90000841,234
"7572","P56093300000000",1929,111,"4",43364584,90144320,158
"7573","P56093600000000",1985,111,"5",43341955,90182702,0
"7574","P56093700000000",1950,111,"6",43165430,89472015,0
"7575","P56093800000000",1963,111,"N",43180152,89531425,0
"7576","P56093900000000",1964,111,"7",43355793,90090977,0
"7577","P56094400000000",1973,111,"4",43163655,89550340,340
"7578","P56094500000000",1973,111,"7",43203816,89525504,0
"7579","P56094700000000",1977,111,"N",43373354,89483865,0
"7580","P56094800000000",1940,111,"4",43343943,90144879,132
"7581","P56094900000000",1973,111,"7",43334260,90130583,0
"7582","P56095100000000",1978,111,"7",43125951,90005173,0
"7583","P56095200000000",1978,111,"7",43124244,89595852,0
"7584","P56095300000000",1980,111,"5",43375569,90053739,0
"7585","P56095400000000",1983,111,"7",43313014,90022216,0
"7586","P57000100000000",1972,113,"N",45465612,90504460,0
"7587","P57001900000000",1977,113,"4",45523100,91234400,280
"7588","P57002300000000",1914,113,"6",46093430,91202210,159
"7589","P57002500000000",1950,113,"4",46055750,91235430,368
"7590","P57003100000000",1974,113,"7",46030560,91255250,0
"7591","P57003300000000",1972,113,"7",46004300,91142800,0
"7592","P57003400000000",1925,113,"6",46020700,91052000,212
"7593","P57003900000000",1940,113,"6",45541069,90522031,157
"7594","P57004800000000",1965,113,"7",45521147,90562158,0
"7595","P57005200000000",1962,113,"6",45531561,90530029,154
"7596","P57005300000000",1970,113,"6",45523708,90553000,144
"7597","P57005600000000",1936,113,"6",45460960,91012720,266
"7598","P57005700000000",1945,113,"6",45460203,92314123,0
"7599","P57006300000000",1961,113,"7",45484200,91243330,0
"7600","P57006600000000",1930,113,"6",45414250,91280960,179
"7601","P57007100000000",1986,113,"N",45424170,91091280,0
"7602","P57090200000000",1960,113,"6",45531736,90524521,226
"7603","P57091700000000",1950,113,"5",45392270,90585080,0
"7604","P57092000000000",1970,113,"6",45493860,90575795,270
"7605","P57092400000000",1986,113,"6",45592200,91185700,0
"7606","P58001000000000",1920,115,"6",44361000,88253600,171
"7607","P58001100000000",1918,115,"5",44393700,88253100,171
"7608","P58002800000000",1941,115,"N",44431500,88194100,0
"7609","P58003100000000",1914,115,"7",44442400,88481400,0
"7610","P58005300000000",1912,115,"5",44404700,88512400,218
"7611","P58005400000000",1961,115,"N",44582000,89003505,0
"7612","P58005500000000",1920,115,"6",44575000,88591800,0
"7613","P58006500000000",1971,115,"N",44563500,89084700,0
