"","STRUCTURE_NUMBER_008","YEAR_BUILT_027","COUNTY_CODE_003","DECK_COND_058","LAT_016","LONG_017","TOTAL_IMP_COST_096"
"3433","B41003800000000",1963,81,"8",43574425,90224121,0
"3434","B41003900000000",1963,81,"8",43581735,90241213,0
"3435","B41004200000000",1963,81,"7",44001103,90284551,1371
"3436","B41004300000000",1963,81,"7",43591142,90263898,0
"3437","B41004400000000",1963,81,"5",43590833,90265261,794
"3438","B41004500000000",1963,81,"N",43570748,90203674,0
"3439","B41004600000000",1963,81,"N",43571165,90203424,0
"3440","B41004900000000",1963,81,"N",43572927,90214926,0
"3441","B41005000000000",1963,81,"N",43573060,90214411,0
"3442","B41005100000000",1963,81,"N",43575919,90231651,0
"3443","B41005200000000",1965,81,"7",43554242,90300952,0
"3444","B41005300000000",1963,81,"N",43581830,90240934,0
"3445","B41005400000000",1963,81,"N",43591355,90270436,0
"3446","B41005500000000",1963,81,"N",43591539,90270199,0
"3447","B41005600000000",1964,81,"N",43592510,90265818,0
"3448","B41005700000000",1963,81,"7",43595799,90282932,0
"3449","B41005800000000",1963,81,"7",43595743,90282602,0
"3450","B41005900000000",1963,81,"N",44005588,90293502,0
"3451","B41006000000000",1963,81,"N",43571824,90205070,0
"3452","B41006200000000",1968,81,"6",44085159,90325712,0
"3453","B41006300000000",1968,81,"7",44084923,90325337,0
"3454","B41006400000000",1968,81,"6",44084083,90324864,0
"3455","B41006500000000",1968,81,"7",44083981,90324561,0
"3456","B41006600000000",1968,81,"7",44072795,90320223,0
"3457","B41006700000000",1968,81,"8",44072425,90320061,0
"3458","B41006800000000",1968,81,"7",44054124,90315859,0
"3459","B41006900000000",1968,81,"7",44050209,90313943,0
"3460","B41007000000000",1968,81,"5",44041597,90311895,0
"3461","B41007200000000",1968,81,"5",44033470,90310386,0
"3462","B41007400000000",1968,81,"4",44030635,90305657,648
"3463","B41007600000000",1968,81,"5",43545376,90510830,0
"3464","B41007700000000",1968,81,"5",43545544,90510620,0
"3465","B41007800000000",1968,81,"6",43545598,90510798,0
"3466","B41007900000000",1968,81,"5",43545486,90510181,0
"3467","B41008000000000",1968,81,"5",43545636,90510029,0
"3468","B41008300000000",1968,81,"6",43551273,90491633,0
"3469","B41008400000000",1968,81,"5",43551901,90483683,0
"3470","B41008500000000",1968,81,"5",43553488,90474296,0
"3471","B41008800000000",1968,81,"5",43555514,90465373,0
"3472","B41008900000000",1968,81,"5",43555689,90465272,0
"3473","B41009000000000",1968,81,"5",43555745,90464578,0
"3474","B41009100000000",1968,81,"6",43563025,90455342,0
"3475","B41009300000000",1968,81,"6",43563623,90434925,0
"3476","B41009600000000",2010,81,"7",44035163,90240314,0
"3477","B41010500000000",1968,81,"7",43563773,90434761,0
"3478","B41010700000000",1938,81,"N",43514062,90231554,0
"3479","B41010900000000",1968,81,"7",43562152,90372654,0
"3480","B41011000000000",1968,81,"6",43562266,90372497,0
"3481","B41011100000000",1968,81,"5",43563767,90343977,0
"3482","B41011200000000",1968,81,"7",43564135,90343327,0
"3483","B41011300000000",1975,81,"7",43472838,90215110,0
"3484","B41011400000000",1975,81,"7",43471226,90212517,0
"3485","B41011500000000",1968,81,"5",43570614,90321664,0
"3486","B41011600000000",1968,81,"5",43570765,90321501,0
"3487","B41011700000000",1968,81,"6",43572610,90301750,0
"3488","B41011800000000",1968,81,"N",43563486,90410479,0
"3489","B41012100000000",1968,81,"N",43564060,90343052,0
"3490","B41012200000000",1968,81,"N",43570131,90323342,0
"3491","B41012300000000",1968,81,"6",43551467,90491731,0
"3492","B41012400000000",1968,81,"N",43574331,90294116,0
"3493","B41012500000000",1968,81,"N",43470260,90480100,0
"3494","B41012600000000",1968,81,"N",43482578,90461772,0
"3495","B41012700000000",1970,81,"N",43593486,90301778,0
"3496","B41012800000000",1970,81,"N",43594413,90301818,0
"3497","B41013000000000",1970,81,"N",44005108,90301911,0
"3498","B41013300000000",1975,81,"N",43470734,90211540,0
"3499","B41013400000000",1975,81,"N",43591158,90294590,0
"3500","B41013500000000",1976,81,"6",43480414,90355670,0
"3501","B41013600000000",1984,81,"6",43505087,90282525,0
"3502","B41013700000000",1984,81,"7",43514798,90282563,0
"3503","B41013800000000",1978,81,"8",43440326,90352988,0
"3504","B41013900000000",1978,81,"7",43444835,90351387,0
"3505","B41014000000000",1978,81,"7",43452572,90350392,0
"3506","B41014100000000",1978,81,"7",43434760,90352280,0
"3507","B41014200000000",1976,81,"6",44014620,90225778,0
"3508","B41014300000000",1978,81,"7",43454021,90342808,0
"3509","B41014400000000",1978,81,"7",43455364,90340374,0
"3510","B41014500000000",1978,81,"7",43460109,90334060,0
"3511","B41014600000000",1977,81,"5",43562040,90483852,0
"3512","B41014700000000",1978,81,"5",43582199,90252489,0
"3513","B41014800000000",1978,81,"N",43585286,90295370,0
"3514","B41014900000000",1979,81,"6",43483957,90315616,0
"3515","B41015000000000",1978,81,"6",43495898,90371794,0
"3516","B41015100000000",1979,81,"N",43583648,90295190,0
"3517","B41015200000000",1980,81,"6",44032514,90260522,0
"3518","B41015300000000",1981,81,"6",43583954,90203360,0
"3519","B41015400000000",1981,81,"7",43562232,90250144,0
"3520","B41015500000000",1981,81,"7",43445268,90355196,0
"3521","B41015600000000",1982,81,"6",43523840,90494398,0
"3522","B41015700000000",1981,81,"6",44000864,90265910,0
"3523","B41015900000000",1984,81,"N",43494699,90275105,0
"3524","B41016000000000",1983,81,"6",43534638,90502910,0
"3525","B41016100000000",1984,81,"N",43495892,90283030,0
"3526","B41016200000000",1984,81,"6",43474734,90222910,0
"3527","B41016400000000",1986,81,"6",44002424,90190312,0
"3528","B41016500000000",1986,81,"6",43492862,90301542,0
"3529","B41016600000000",1989,81,"7",43590517,90502260,0
"3530","B41016700000000",1989,81,"7",43591018,90502996,0
"3531","B41016800000000",1988,81,"7",44031775,90301909,0
"3532","B41016900000000",1988,81,"6",43510228,90472760,0
"3533","B41017000000000",1989,81,"7",44080798,90542388,0
"3534","B41017100000000",1989,81,"N",44021235,90514454,0
"3535","B41017200000000",1989,81,"7",43561890,90472760,0
"3536","B41017300000000",1989,81,"6",43563138,90481404,0
"3537","B41017400000000",1991,81,"7",43463076,90333239,0
"3538","B41017500000000",1991,81,"7",43464112,90330478,0
"3539","B41017600000000",1991,81,"7",43470470,90325980,0
"3540","B41017700000000",1991,81,"7",43481610,90321340,0
"3541","B41017800000000",1991,81,"7",43474296,90324135,0
"3542","B41017900000000",1991,81,"7",43481572,90321402,0
"3543","B41018000000000",1991,81,"6",43544412,90453659,0
"3544","B41018100000000",1991,81,"8",43542123,90451381,0
"3545","B41018200000000",1991,81,"8",43540914,90445959,0
"3546","B41018400000000",1991,81,"6",43521315,90414710,0
"3547","B41018500000000",1991,81,"6",43520433,90412403,0
"3548","B41018700000000",1992,81,"7",43501430,90374780,0
"3549","B41018800000000",1990,81,"7",44051014,90512472,0
"3550","B41018900000000",1993,81,"N",43571110,90324573,0
"3551","B41019000000000",1993,81,"7",43571197,90323765,0
"3552","B41019100000000",1991,81,"7",43520042,90282364,0
"3553","B41019200000000",1991,81,"8",43565958,90540738,0
"3554","B41019300000000",1992,81,"N",43574618,90232150,0
"3555","B41019400000000",1997,81,"7",43473504,90354920,0
"3556","B41019500000000",1996,81,"7",43562188,90483213,0
"3557","B41019600000000",1997,81,"7",43580676,90464349,0
"3558","B41019700000000",1997,81,"7",43580468,90463361,0
"3559","B41019800000000",1994,81,"7",43552814,90324848,0
"3560","B41019900000000",2010,81,"7",43552250,90325406,0
"3561","B41020000000000",1994,81,"6",43595220,90294050,0
"3562","B41020100000000",1994,81,"6",43552004,90532556,0
"3563","B41020200000000",1994,81,"6",43561500,90484038,0
"3564","B41020300000000",1997,81,"7",43580187,90455602,0
"3565","B41020400000000",1997,81,"N",44003126,90341394,0
"3566","B41020500000000",2000,81,"8",44013315,90202086,0
"3567","B41020700000000",1994,81,"7",43433924,90383056,0
"3568","B41020800000000",1997,81,"N",43582151,90273750,0
"3569","B41021100000000",1997,81,"6",44011200,90210900,0
"3570","B41021200000000",1997,81,"7",43561392,90300102,0
"3571","B41021300000000",1997,81,"6",43475724,90462862,0
"3572","B41021400000000",1997,81,"6",44043570,90494536,0
"3573","B41021500000000",1997,81,"7",44024998,90184632,0
"3574","B41021600000000",2000,81,"6",43563606,90483054,0
"3575","B41021700000000",1997,81,"N",43460096,90475154,0
"3576","B41021800000000",1996,81,"7",43535712,90444722,0
"3577","B41022100000000",1998,81,"6",43475430,90461986,0
"3578","B41022200000000",2000,81,"7",44013706,90213650,0
"3579","B41022300000000",2000,81,"8",44013260,90185186,0
"3580","B41022400000000",1998,81,"7",44034377,90241242,0
"3581","B41022500000000",1999,81,"6",43562850,90481134,0
"3582","B41022600000000",1998,81,"7",43523684,90202742,0
"3583","B41022700000000",2010,81,"8",44000134,90442124,0
"3584","B41022800000000",1998,81,"7",43523954,90203090,0
"3585","B41022900000000",1937,81,"6",43580828,90454326,0
"3586","B41023100000000",2001,81,"7",43435598,90402090,0
"3587","B41023200000000",2010,81,"7",43552850,90324236,0
"3588","B41023300000000",2001,81,"6",43434580,90380354,0
"3589","B41023400000000",2001,81,"7",43433875,90370310,0
"3590","B41023500000000",1997,81,"6",43503912,90482232,0
"3591","B41023600000000",1999,81,"7",43535838,90390792,0
"3592","B41023700000000",1999,81,"7",44031674,90300096,0
"3593","B41023800000000",2002,81,"6",43482088,90461494,0
"3594","B41023900000000",2000,81,"6",43580612,90313936,0
"3595","B41024100000000",2001,81,"7",43444962,90510258,0
"3596","B41024200000000",2002,81,"7",43474956,90362406,0
"3597","B41024400000000",2003,81,"7",43595100,90281780,0
"3598","B41024500000000",2003,81,"7",43595900,90282930,0
"3599","B41024600000000",2003,81,"6",44000312,90281122,0
"3600","B41024700000000",2002,81,"6",43554758,90513822,0
"3601","B41024800000000",2003,81,"7",44034000,90515940,0
"3602","B41024900000000",2002,81,"7",43472778,90460408,0
"3603","B41025100000000",2003,81,"N",43560948,90291596,0
"3604","B41025200000000",2005,81,"8",44010750,90295204,0
"3605","B41025300000000",2004,81,"6",44005928,90241002,0
"3606","B41025400000000",2004,81,"7",43492515,90363727,0
"3607","B41025500000000",2005,81,"8",43500600,90462400,0
"3608","B41025600000000",2005,81,"8",43504200,90473000,0
"3609","B41025700000000",2005,81,"8",43513000,90491200,0
"3610","B41025800000000",2005,81,"7",43540600,90494200,0
"3611","B41025900000000",2005,81,"7",43482400,90460600,0
"3612","B41026000000000",2005,81,"7",43480000,90463600,0
"3613","B41026100000000",2009,81,"N",43504620,90320096,0
"3614","B41026200000000",2004,81,"7",43501242,90510012,0
"3615","B41026300000000",2005,81,"7",43521740,90203126,0
"3616","B41026400000000",2004,81,"N",43492262,90290120,0
"3617","B41026500000000",2005,81,"7",44092220,90424566,0
"3618","B41026600000000",2003,81,"N",43492610,90360930,0
"3619","B41026700000000",2002,81,"8",44030420,90245820,0
"3620","B41026800000000",2001,81,"7",44063954,90482478,0
"3621","B41026900000000",2006,81,"8",43444734,90283270,0
"3622","B41027000000000",2007,81,"7",43511788,90314242,0
"3623","B41027100000000",2007,81,"7",43501698,90315742,0
"3624","B41027200000000",2007,81,"7",43510960,90314044,0
"3625","B41027300000000",2007,81,"7",43453204,90351320,0
"3626","B41027400000000",2011,81,"7",43563764,90190660,0
"3627","B41027500000000",2010,81,"7",43564337,90190451,0
"3628","B41027600000000",2009,81,"8",43571140,90205065,0
"3629","B41027700000000",2009,81,"8",43571668,90205086,0
"3630","B41027800000000",2011,81,"7",43584830,90220438,0
"3631","B41027900000000",2015,81,"8",43474170,90221250,0
"3632","B41028000000000",2011,81,"8",43481843,90232210,0
"3633","B41028100000000",2011,81,"N",44054380,90322860,0
"3634","B41028200000000",2014,81,"N",43440038,90441900,0
"3635","B41028300000000",2012,81,"8",44013976,90221558,0
"3636","B41028500000000",2015,81,"9",44041447,90311750,0
"3637","B41028700000000",2015,81,"9",44033412,90310193,0
"3638","B41028900000000",2015,81,"8",44030573,90305535,0
"3639","B41029500000000",2013,81,"7",44075322,90245514,0
"3640","B41029600000000",1937,81,"4",43471344,90310072,194
"3641","B41029700000000",2015,81,"8",43582976,90533942,0
"3642","B41029800000000",2014,81,"9",43581512,90465004,0
"3643","B41030000000000",2014,81,"9",43460036,90332226,0
"3644","B41038900000000",1939,81,"7",43562530,90474273,7984
"3645","B41039700000000",1938,81,"7",44052865,90502639,0
"3646","B41087200000000",1944,81,"7",43564098,90483936,0
"3647","B41088000000000",1936,81,"6",43562958,90405091,0
"3648","B41090100000000",1929,81,"6",43460240,90333462,191
"3649","B41091600000000",1969,81,"N",43562970,90343816,0
"3650","B41091700000000",1934,81,"N",43562010,90351160,0
"3651","B41091800000000",1934,81,"N",43562667,90345159,0
"3652","B41092100000000",1932,81,"5",43492478,90361218,0
"3653","B41092300000000",1926,81,"5",43532562,90231968,204
"3654","B41092600000000",1921,81,"7",43545928,90382400,0
"3655","B41092700000000",1921,81,"7",43554062,90393768,0
"3656","B41093000000000",1934,81,"N",43565200,90342183,0
"3657","B42001100000000",1961,83,"7",44493716,87544817,0
"3658","B42001200000000",1961,83,"8",44492622,87544797,0
"3659","B42001300000000",1963,83,"N",45190621,88353872,0
"3660","B42001400000000",1967,83,"7",44491447,87561880,0
"3661","B42001700000000",1967,83,"4",44571080,87491431,362
"3662","B42001800000000",1970,83,"N",45182450,88330525,0
"3663","B42001900000000",1971,83,"7",44424307,88030406,0
"3664","B42002000000000",1973,83,"3",44515379,88175466,713
"3665","B42002100000000",1975,83,"6",45011823,88245771,0
"3666","B42002200000000",1976,83,"6",44584207,87590947,0
"3667","B42002300000000",1979,83,"4",44522336,88225885,613
"3668","B42002400000000",1983,83,"7",45073845,88251312,0
"3669","B42002500000000",1983,83,"7",45075390,88260173,0
"3670","B42002600000000",1981,83,"7",44563288,88072667,0
"3671","B42002700000000",1983,83,"6",45003330,88215571,0
"3672","B42002800000000",1985,83,"7",45115796,88295846,0
"3673","B42002900000000",1998,83,"7",44570505,88062435,0
"3674","B42003000000000",1985,83,"5",44530933,87521109,0
"3675","B42003100000000",1990,83,"N",44490870,88145873,0
"3676","B42003200000000",1986,83,"5",44530000,87530600,0
"3677","B42003300000000",1986,83,"6",44550945,88265596,0
"3678","B42003400000000",1986,83,"7",44523015,88084898,0
"3679","B42003500000000",1986,83,"7",44564061,88145304,0
"3680","B42003600000000",1987,83,"7",44472818,88025144,0
"3681","B42003700000000",1987,83,"6",45040205,88093672,0
"3682","B42003800000000",1987,83,"7",45040414,88093786,0
"3683","B42003900000000",1988,83,"7",45193891,88354476,0
"3684","B42004000000000",1989,83,"7",44570018,87572400,0
"3685","B42004100000000",1989,83,"7",45014555,88262993,0
"3686","B42004200000000",1993,83,"7",44471997,88024039,0
"3687","B42004300000000",1993,83,"7",44472373,88024289,0
"3688","B42004400000000",1993,83,"7",44472296,88023732,0
"3689","B42004500000000",1992,83,"7",44472938,88025036,0
"3690","B42004600000000",1992,83,"7",44473073,88024761,0
"3691","B42004700000000",1991,83,"7",45000934,88012909,0
"3692","B42004800000000",1992,83,"7",44491581,87561940,0
"3693","B42004900000000",1992,83,"7",44440908,88013045,0
"3694","B42005000000000",1992,83,"8",44561247,88075623,0
"3695","B42005100000000",1992,83,"5",44530589,87515279,0
"3696","B42005200000000",1991,83,"7",45102388,88285760,0
"3697","B42005300000000",1995,83,"6",44460415,88112528,0
"3698","B42005400000000",1994,83,"8",44564496,88144215,0
"3699","B42005500000000",1994,83,"8",45010561,88232813,0
"3700","B42005600000000",1994,83,"8",45064767,88164388,0
"3701","B42005700000000",1994,83,"8",45003406,88022429,0
"3702","B42005800000000",2002,83,"7",44570064,88125672,0
"3703","B42005900000000",1995,83,"7",44520076,87594003,452
"3704","B42006000000000",1994,83,"7",44430474,87595045,0
"3705","B42006100000000",1994,83,"7",44411922,88101042,0
"3706","B42006200000000",1997,83,"7",44513703,87590278,0
"3707","B42006300000000",2000,83,"7",45115257,88300489,0
"3708","B42006400000000",1999,83,"8",44595671,88224921,0
"3709","B42006500000000",1993,83,"N",45101640,88370685,0
"3710","B42006600000000",1980,83,"N",45085454,88152631,0
"3711","B42006700000000",1999,83,"8",44431524,88030463,0
"3712","B42006800000000",1999,83,"8",44422218,88030450,0
"3713","B42006900000000",1999,83,"8",44423900,88030156,0
"3714","B42007000000000",2002,83,"7",44450087,88030495,0
"3715","B42007100000000",2001,83,"8",44455249,88030483,0
"3716","B42007200000000",2001,83,"7",44463724,88025954,0
"3717","B42007300000000",1998,83,"7",44493062,87550914,0
"3718","B42007400000000",2000,83,"8",44513040,88025381,0
"3719","B42007500000000",2002,83,"7",44513212,88025547,0
"3720","B42007600000000",2000,83,"8",44531163,88023582,0
"3721","B42007700000000",2000,83,"8",44531340,88023734,0
"3722","B42007800000000",1999,83,"7",44553969,87591936,0
"3723","B42007900000000",1999,83,"8",44424082,88030231,0
"3724","B42008000000000",2002,83,"8",45114950,88371524,0
"3725","B42008100000000",2002,83,"N",44573738,88124790,178
"3726","B42008200000000",2000,83,"8",44473512,88091496,0
"3727","B42008300000000",2001,83,"8",44484971,87595192,0
"3728","B42008400000000",2000,83,"6",45084009,88355518,0
"3729","B42008500000000",2002,83,"8",45120659,88332781,0
"3730","B42008600000000",2002,83,"8",45121426,88310697,0
"3731","B42008700000000",2002,83,"7",44592752,88062326,0
"3732","B42008800000000",2004,83,"7",44570246,88021302,0
"3733","B42008900000000",2004,83,"8",44583800,88022879,0
"3734","B42009000000000",2004,83,"8",44583700,88022904,0
"3735","B42009100000000",2004,83,"8",45003600,88024200,0
"3736","B42009200000000",2005,83,"8",45003516,88024344,0
"3737","B42009300000000",2004,83,"8",45190690,88354595,0
"3738","B42009600000000",2005,83,"7",44531800,88003600,0
"3739","B42009800000000",2011,83,"8",44542500,87502822,0
"3740","B42009900000000",2009,83,"N",44533070,88174450,0
"3741","B42010000000000",2014,83,"9",44544834,87504337,0
"3742","B42011000000000",2008,83,"7",44522670,87534284,0
"3743","B42011100000000",2008,83,"8",44531344,87534164,0
"3744","B42011200000000",2008,83,"8",44531344,87534164,0
"3745","B42011400000000",2009,83,"8",44533264,87535088,0
"3746","B42011500000000",2009,83,"8",44533066,87534734,0
"3747","B42011600000000",2009,83,"8",44542214,87530582,0
"3748","B42011700000000",2009,83,"8",44541974,87530750,0
"3749","B42011800000000",2009,83,"9",44550168,87523210,0
"3750","B42011900000000",2006,83,"7",45021499,88093988,0
"3751","B42012000000000",2007,83,"N",44430001,88104652,0
"3752","B42012100000000",2006,83,"N",45000055,88254815,0
"3753","B42012200000000",2009,83,"7",44423890,88004641,0
"3754","B42012500000000",2009,83,"9",45200978,88271495,0
"3755","B42012600000000",2014,83,"8",44525472,88144980,0
"3756","B42012700000000",2014,83,"9",44405617,88105371,0
"3757","B42022000000000",2007,83,"8",44570532,88095310,0
"3758","B42022100000000",2007,83,"8",44561808,87500684,0
"3759","B42032900000000",1938,83,"5",44545720,88243046,479
"3760","B42041600000000",1937,83,"4",45040539,88283380,238
"3761","B42052200000000",1940,83,"5",44431426,88003337,0
"3762","B42052300000000",1942,83,"7",44421689,88091682,0
"3763","B42052800000000",1932,83,"7",44582119,88024493,0
"3764","B42053300000000",1928,83,"5",45181670,88331586,0
"3765","B43000300000000",1956,85,"5",45375447,89251579,0
"3766","B43000500000000",1960,85,"5",45390159,89180505,0
"3767","B43000600000000",1960,85,"5",45494474,89221556,0
"3768","B43000900000000",1966,85,"6",45531383,89474074,0
"3769","B43001000000000",1964,85,"6",45382774,89251569,1923
"3770","B43001200000000",1965,85,"5",45333457,89414208,0
"3771","B43001300000000",1966,85,"7",45532134,89482370,0
"3772","B43001400000000",1967,85,"5",45415883,89590052,0
"3773","B43001500000000",1969,85,"7",45395517,89072894,0
"3774","B43001600000000",1977,85,"6",45355796,89174710,0
"3775","B43001800000000",1992,85,"5",45335076,89402521,0
"3776","B43002000000000",1992,85,"7",45335771,89402952,0
"3777","B43002100000000",1976,85,"5",45472835,89424294,0
"3778","B43002200000000",1977,85,"5",45400905,89232821,0
"3779","B43002300000000",1990,85,"6",45374658,89261128,0
"3780","B43002400000000",1990,85,"7",45361342,89213266,0
"3781","B43002500000000",1979,85,"3",45531100,89260600,1094
"3782","B43002600000000",1979,85,"5",45384000,89244900,0
"3783","B43002700000000",1979,85,"6",45440200,89304800,0
"3784","B43002800000000",1992,85,"7",45381726,89420721,0
"3785","B43002900000000",1984,85,"4",45413400,89484300,526
"3786","B43003000000000",1982,85,"6",45392200,89240400,0
"3787","B43003100000000",1981,85,"6",45474298,89060790,0
"3788","B43003300000000",1983,85,"7",45341200,89285100,0
"3789","B43003400000000",1987,85,"7",45374500,89253400,0
"3790","B43003500000000",1987,85,"7",45360800,89165100,0
"3791","B43003600000000",1985,85,"5",45373500,89234100,0
"3792","B43003700000000",1988,85,"6",45522561,89395135,0
"3793","B43003800000000",1990,85,"7",45500700,89482600,0
"3794","B43003900000000",1990,85,"7",45462097,89063206,0
"3795","B43004000000000",1992,85,"7",45373800,89243100,0
"3796","B43004100000000",1993,85,"7",45515555,89423266,0
"3797","B43004200000000",1990,85,"7",45384200,89425000,0
"3798","B43004300000000",1995,85,"7",45381627,89245871,0
"3799","B43004500000000",1996,85,"7",45505396,89332738,0
"3800","B43004600000000",1996,85,"6",45495800,89073200,822
"3801","B43004700000000",2003,85,"7",45370353,89224979,0
"3802","B43004800000000",1997,85,"8",45474600,89322100,0
"3803","B43004900000000",1998,85,"N",45315500,89064300,0
"3804","B43005000000000",2003,85,"7",45350500,89483700,0
"3805","B43005100000000",2003,85,"7",45341200,89482300,0
"3806","B43005300000000",2009,85,"7",45500139,89324388,0
"3807","B43005400000000",2005,85,"7",45402700,89182200,0
"3808","B43005500000000",2006,85,"7",45511800,89404300,0
"3809","B43005600000000",2007,85,"7",45424500,89504100,0
"3810","B43005700000000",2007,85,"7",45370900,89231100,0
"3811","B43005800000000",2007,85,"7",45340047,89401645,0
"3812","B43066400000000",1932,85,"6",45333200,89425000,0
"3813","B43067200000000",1932,85,"5",45381500,89422000,0
"3814","B44000100000000",1948,87,"5",44311140,88391010,0
"3815","B44000200000000",1948,87,"7",44143465,88154767,0
"3816","B44000300000000",1948,87,"6",44143366,88142130,0
"3817","B44000900000000",1952,87,"7",44154222,88261135,0
"3818","B44001000000000",1953,87,"N",44154183,88275115,0
"3819","B44001100000000",1954,87,"6",44333515,88242929,0
"3820","B44001200000000",1955,87,"6",44315094,88284380,0
"3821","B44001300000000",1956,87,"N",44165433,88194214,0
"3822","B44001700000000",1957,87,"7",44220140,88201189,0
"3823","B44002000000000",1960,87,"5",44175665,88260853,0
"3824","B44002100000000",1960,87,"6",44175553,88261038,0
"3825","B44002200000000",1959,87,"N",44154638,88275734,0
"3826","B44002400000000",1960,87,"7",44174173,88274977,1543
"3827","B44002700000000",1936,87,"7",44171356,88205283,0
"3828","B44002800000000",1961,87,"7",44175636,88254980,0
"3829","B44002900000000",1961,87,"6",44175526,88255131,0
"3830","B44003300000000",1960,87,"7",44175144,88195913,0
"3831","B44003400000000",1960,87,"7",44175124,88192275,0
"3832","B44003500000000",1961,87,"8",44175614,88245581,1420
"3833","B44003600000000",1961,87,"8",44175381,88245489,1420
"3834","B44003800000000",1961,87,"7",44175083,88181013,1264
"3835","B44003900000000",1961,87,"7",44175049,88171614,0
"3836","B44004000000000",1961,87,"7",44175858,88161994,0
"3837","B44004100000000",1961,87,"7",44175714,88162027,0
"3838","B44004200000000",1961,87,"7",44180600,88160600,0
"3839","B44004300000000",1961,87,"6",44180000,88160600,0
"3840","B44004400000000",1961,87,"7",44181893,88145765,0
"3841","B44004500000000",1962,87,"7",44210578,88284658,0
"3842","B44004600000000",1964,87,"6",44310090,88423932,0
"3843","B44004700000000",1964,87,"7",44321706,88430537,0
"3844","B44004800000000",1964,87,"7",44234521,88200024,0
"3845","B44004900000000",1966,87,"5",44311074,88224974,0
"3846","B44005100000000",1960,87,"6",44211782,88112930,0
"3847","B44005200000000",1966,87,"8",44195994,88124098,0
"3848","B44005400000000",1987,87,"N",44174188,88255706,0
"3849","B44005500000000",1970,87,"N",44152506,88192528,0
"3850","B44006100000000",1968,87,"N",44213397,88380717,0
"3851","B44006200000000",1967,87,"N",44154546,88275511,0
"3852","B44006300000000",1968,87,"6",44220215,88380649,0
"3853","B44006400000000",1968,87,"N",44214432,88380688,0
"3854","B44006500000000",1968,87,"N",44222514,88380654,0
"3855","B44006700000000",1968,87,"N",44221351,88380639,0
"3856","B44006800000000",1971,87,"N",44162281,88274253,0
"3857","B44006900000000",1975,87,"N",44292071,88411963,0
"3858","B44007000000000",1975,87,"N",44292070,88411761,200
"3859","B44007100000000",2000,87,"7",44185162,88134385,0
"3860","B44007200000000",1999,87,"7",44185008,88134358,0
"3861","B44007300000000",2000,87,"7",44194366,88123879,0
"3862","B44007400000000",2000,87,"7",44194261,88123769,0
"3863","B44007500000000",1980,87,"7",44151394,88241937,0
"3864","B44007600000000",1975,87,"N",44260506,88344983,0
"3865","B44007700000000",1980,87,"N",44162142,88352702,0
"3866","B44007800000000",1977,87,"N",44311518,88390725,0
"3867","B44007900000000",1978,87,"6",44163184,88160159,0
"3868","B44008000000000",1976,87,"6",44143815,88273706,0
"3869","B44008100000000",1984,87,"7",44165112,88155838,0
"3870","B44008200000000",1980,87,"7",44153500,88242600,0
"3871","B44008300000000",1980,87,"7",44153514,88242509,0
"3872","B44008400000000",1978,87,"6",44194122,88184582,0
"3873","B44008600000000",1979,87,"6",44245485,88153827,0
"3874","B44008700000000",1980,87,"7",44221600,88350392,0
"3875","B44008800000000",1981,87,"6",44274356,88340214,0
"3876","B44008900000000",1980,87,"6",44342641,88335032,0
"3877","B44009000000000",1981,87,"N",44275458,88340474,0
"3878","B44009100000000",1983,87,"N",44285430,88405274,0
"3879","B44009200000000",1979,87,"N",44143877,88281449,0
"3880","B44009400000000",1981,87,"5",44161212,88175304,0
"3881","B44009500000000",1982,87,"7",44161338,88182238,0
"3882","B44009600000000",1980,87,"8",44153121,88261874,879
"3883","B44009700000000",1982,87,"8",44245334,88233210,0
"3884","B44009800000000",1982,87,"6",44151105,88245580,0
"3885","B44009900000000",1982,87,"8",44290804,88281062,0
"3886","B44010000000000",1982,87,"6",44194524,88150678,0
"3887","B44010100000000",1983,87,"N",44263964,88145978,0
"3888","B44010200000000",1983,87,"7",44263939,88135528,0
"3889","B44010300000000",1984,87,"N",44252076,88123876,0
"3890","B44010400000000",1984,87,"N",44212226,88124194,0
"3891","B44010500000000",1984,87,"N",44332994,88244840,0
"3892","B44010600000000",1984,87,"7",44200660,88133588,0
"3893","B44010700000000",1985,87,"6",44160360,88231700,0
"3894","B44010800000000",1986,87,"7",44240312,88163900,0
"3895","B44010900000000",1987,87,"N",44305515,88204094,0
"3896","B44011000000000",1983,87,"N",44282328,88132694,0
"3897","B44011100000000",1986,87,"N",44321188,88192412,0
"3898","B44011200000000",1988,87,"7",44255733,88112561,0
"3899","B44011300000000",1986,87,"7",44293384,88420846,0
"3900","B44011400000000",1986,87,"7",44190150,88195922,0
"3901","B44011500000000",1987,87,"6",44185762,88200855,0
"3902","B44011600000000",2000,87,"8",44335249,88285464,0
"3903","B44011700000000",1987,87,"N",44185612,88171658,0
"3904","B44011800000000",1987,87,"7",44250150,88415478,0
"3905","B44011900000000",1987,87,"7",44250714,88415340,0
"3906","B44012000000000",1989,87,"N",44350610,88430525,0
"3907","B44012100000000",1990,87,"N",44185041,88172109,0
"3908","B44012200000000",1992,87,"7",44152935,88212052,0
"3909","B44012300000000",1992,87,"7",44153116,88212240,0
"3910","B44012500000000",1992,87,"7",44160329,88212050,0
"3911","B44012600000000",1989,87,"6",44163150,88211816,0
